"","Team.Game","Player.Game","Date","Age","Tm","Where","Opp","Result","PointDiff","GS","MP","FG","FGA","FG.percent","3PM","3PA","3P.percent","FT","FTA","FT.percent","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Plus.Minus","Playername"
"121",39,39,"2017-01-08","27-135","HOU","Away","TOR","W ",7,1,"37:51",13,26,0.5,4,9,0.444,10,10,1,3,7,10,11,2,2,10,3,40,31.1,-3,"harden"
"122",40,40,"2017-01-10","27-137","HOU","Home","CHO","W ",7,1,"37:47",11,24,0.458,7,14,0.5,11,14,0.786,1,14,15,10,0,0,4,3,40,33.1,2,"harden"
"123",41,41,"2017-01-11","27-138","HOU","Away","MIN","L ",-14,1,"38:38",10,23,0.435,2,11,0.182,11,13,0.846,0,6,6,12,1,2,6,0,33,26.7,-10,"harden"
"124",42,42,"2017-01-13","27-140","HOU","Home","MEM","L ",-5,1,"36:43",6,14,0.429,2,7,0.286,13,14,0.929,0,3,3,9,1,0,7,3,27,19.2,-2,"harden"
"125",43,43,"2017-01-15","27-142","HOU","Away","BRK","W ",25,1,"31:31",6,16,0.375,4,9,0.444,6,7,0.857,2,10,12,11,1,0,7,4,22,17.3,18,"harden"
"126",44,44,"2017-01-17","27-144","HOU","Away","MIA","L ",-6,1,"39:20",12,30,0.4,4,15,0.267,12,13,0.923,1,11,12,10,2,0,6,3,40,29.2,0,"harden"
"127",45,45,"2017-01-18","27-145","HOU","Home","MIL","W ",19,1,"36:42",14,25,0.56,4,11,0.364,6,6,1,0,6,6,8,0,2,2,2,38,32.1,21,"harden"
"128",46,46,"2017-01-20","27-147","HOU","Home","GSW","L ",-17,1,"34:56",6,13,0.462,0,5,0,5,5,1,0,6,6,11,1,0,7,3,17,12.6,-20,"harden"
"129",47,47,"2017-01-21","27-148","HOU","Away","MEM","W ",24,1,"33:53",7,9,0.778,4,6,0.667,11,12,0.917,1,5,6,10,3,2,6,3,29,31.5,21,"harden"
"130",48,48,"2017-01-23","27-150","HOU","Away","MIL","L ",-13,1,"39:33",6,10,0.6,2,4,0.5,12,14,0.857,0,8,8,12,3,1,11,3,26,22.9,5,"harden"
"131",49,49,"2017-01-25","27-152","HOU","Away","BOS","L ",-11,1,"37:01",6,18,0.333,2,11,0.182,16,19,0.842,0,6,6,12,1,1,7,3,30,22.3,-14,"harden"
"132",50,50,"2017-01-27","27-154","HOU","Away","PHI","W ",5,1,"39:09",16,28,0.571,6,11,0.545,13,14,0.929,1,12,13,13,2,1,5,4,51,46.9,13,"harden"
"133",51,51,"2017-01-29","27-156","HOU","Away","IND","L ",-19,1,"31:49",3,17,0.176,2,10,0.2,7,7,1,1,4,5,8,3,0,8,5,15,4.8,-23,"harden"
"134",52,52,"2017-01-31","27-158","HOU","Home","SAC","W ",22,1,"31:44",3,9,0.333,0,5,0,4,4,1,0,7,7,8,1,0,5,2,10,7.8,17,"harden"
"135",53,53,"2017-02-02","27-160","HOU","Home","ATL","L ",-5,1,"38:35",10,23,0.435,5,12,0.417,16,21,0.762,2,6,8,8,4,0,4,3,41,34.5,1,"harden"
"136",54,54,"2017-02-03","27-161","HOU","Home","CHI","W ",4,1,"43:42",13,33,0.394,5,13,0.385,11,14,0.786,1,11,12,9,1,1,2,4,42,31.3,-11,"harden"
"137",55,55,"2017-02-07","27-165","HOU","Home","ORL","W ",24,1,"36:00",6,21,0.286,3,10,0.3,10,14,0.714,1,5,6,13,3,0,4,1,25,21,18,"harden"
"138",56,56,"2017-02-09","27-167","HOU","Away","CHO","W ",12,1,"39:27",8,21,0.381,4,9,0.444,10,12,0.833,1,10,11,8,1,1,9,4,30,18.1,13,"harden"
"139",57,57,"2017-02-11","27-169","HOU","Home","PHO","W ",31,1,"29:13",9,17,0.529,8,15,0.533,14,16,0.875,1,5,6,8,0,0,8,2,40,29.9,26,"harden"
"140",58,58,"2017-02-15","27-173","HOU","Home","MIA","L ",-8,1,"41:43",10,21,0.476,4,10,0.4,14,16,0.875,3,9,12,12,0,1,4,5,38,34.4,-6,"harden"
"141",59,59,"2017-02-23","27-181","HOU","Away","NOP","W ",30,1,"29:41",3,9,0.333,1,6,0.167,6,6,1,0,4,4,14,3,0,4,1,13,17.5,27,"harden"
"142",60,60,"2017-02-25","27-183","HOU","Home","MIN","W ",12,1,"35:08",6,15,0.4,5,11,0.455,7,10,0.7,0,5,5,10,2,1,7,1,24,18.5,4,"harden"
"143",61,61,"2017-02-27","27-185","HOU","Home","IND","L ",-9,1,"39:03",5,17,0.294,1,9,0.111,14,17,0.824,1,6,7,12,2,0,2,2,25,24,-9,"harden"
"144",62,62,"2017-03-01","27-187","HOU","Away","LAC","W ",19,1,"35:33",7,15,0.467,4,9,0.444,8,8,1,0,3,3,9,1,0,7,4,26,17.9,0,"harden"
"145",63,63,"2017-03-04","27-190","HOU","Home","MEM","W ",15,1,"36:20",9,15,0.6,6,10,0.6,9,13,0.692,1,6,7,11,2,0,5,2,33,30.9,13,"harden"
"146",64,64,"2017-03-06","27-192","HOU","Away","SAS","L ",-2,1,"36:00",13,20,0.65,6,9,0.667,7,8,0.875,1,2,3,12,0,0,7,2,39,31.7,-3,"harden"
"147",65,65,"2017-03-08","27-194","HOU","Home","UTA","L ",-7,1,"37:04",10,22,0.455,0,8,0,15,16,0.938,0,4,4,6,2,1,6,1,35,24.9,1,"harden"
"148",66,66,"2017-03-10","27-196","HOU","Away","CHI","W ",21,1,"33:16",6,16,0.375,3,9,0.333,4,5,0.8,0,7,7,13,3,0,6,3,19,16.8,18,"harden"
"149",67,67,"2017-03-12","27-198","HOU","Home","CLE","W ",5,1,"39:48",13,28,0.464,4,14,0.286,8,12,0.667,3,7,10,11,1,1,4,2,38,30.8,23,"harden"
"150",68,68,"2017-03-15","27-201","HOU","Home","LAL","W ",39,1,"31:10",6,12,0.5,1,6,0.167,5,7,0.714,3,9,12,13,2,0,9,2,18,17.3,10,"harden"
"151",69,69,"2017-03-17","27-203","HOU","Away","NOP","L ",-16,1,"39:35",12,21,0.571,4,10,0.4,13,14,0.929,2,12,14,11,2,0,5,2,41,39.6,-12,"harden"
"152",70,70,"2017-03-18","27-204","HOU","Away","DEN","W ",4,1,"36:52",11,23,0.478,3,8,0.375,15,17,0.882,0,10,10,10,2,0,8,3,40,30.3,10,"harden"
"153",71,71,"2017-03-20","27-206","HOU","Home","DEN","W ",1,1,"39:30",13,29,0.448,4,11,0.364,9,11,0.818,1,6,7,11,4,0,6,4,39,29.7,2,"harden"
"154",72,72,"2017-03-24","27-210","HOU","Home","NOP","W ",10,1,"37:45",12,24,0.5,5,12,0.417,9,11,0.818,1,6,7,17,2,1,3,2,38,38.5,12,"harden"
"155",73,73,"2017-03-26","27-212","HOU","Home","OKC","W ",12,1,"36:00",8,15,0.533,2,8,0.25,4,5,0.8,0,5,5,12,0,0,5,5,22,17.2,11,"harden"
"156",74,74,"2017-03-28","27-214","HOU","Home","GSW","L ",-7,1,"37:52",5,20,0.25,1,9,0.111,13,13,1,3,8,11,13,1,0,6,1,24,20.2,-9,"harden"
"157",75,75,"2017-03-30","27-216","HOU","Away","POR","L ",-10,1,"36:32",11,30,0.367,2,13,0.154,6,7,0.857,2,6,8,4,1,0,6,2,30,13.2,-3,"harden"
"158",76,76,"2017-03-31","27-217","HOU","Away","GSW","L ",-9,1,"34:49",4,17,0.235,2,9,0.222,7,7,1,4,8,12,8,0,1,6,3,17,11,-14,"harden"
"160",78,77,"2017-04-05","27-222","HOU","Home","DEN","W ",6,1,"38:36",8,19,0.421,4,10,0.4,11,15,0.733,0,7,7,10,1,3,4,3,31,26.3,4,"harden"
"161",79,78,"2017-04-07","27-224","HOU","Home","DET","L ",-5,1,"37:33",10,25,0.4,7,19,0.368,6,7,0.857,2,7,9,12,0,1,1,4,33,29.1,8,"harden"
"162",80,79,"2017-04-09","27-226","HOU","Away","SAC","W ",7,1,"36:00",9,22,0.409,5,13,0.385,12,13,0.923,0,11,11,15,1,0,10,2,35,26.8,8,"harden"
"163",81,80,"2017-04-10","27-227","HOU","Away","LAC","L ",-29,1,"24:22",2,9,0.222,1,6,0.167,9,14,0.643,1,6,7,6,1,0,5,5,14,7.2,-27,"harden"
"164",82,81,"2017-04-12","27-229","HOU","Home","MIN","W ",5,1,"34:55",8,13,0.615,5,10,0.5,6,8,0.75,1,9,10,12,4,1,4,3,27,31.6,19,"harden"
"165",1,1,"2016-10-25","31-300","CLE","Home","NYK","W ",29,1,"32:23",9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,3,19,22.2,27,"james"
"166",2,2,"2016-10-28","31-303","CLE","Away","TOR","W ",3,1,"38:40",7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,21,14.1,0,"james"
"167",3,3,"2016-10-29","31-304","CLE","Home","ORL","W ",6,1,"39:00",7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,23,20.4,1,"james"
"168",4,4,"2016-11-01","31-307","CLE","Home","HOU","W ",8,1,"35:51",6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,4,19,16.5,15,"james"
"169",5,5,"2016-11-03","31-309","CLE","Home","BOS","W ",6,1,"36:22",12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,2,30,28.5,18,"james"
"170",6,6,"2016-11-05","31-311","CLE","Away","PHI","W ",1,1,"35:52",9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,1,25,22,11,"james"
"171",7,7,"2016-11-08","31-314","CLE","Home","ATL","L ",-4,1,"36:52",8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,3,23,22.1,7,"james"
"172",8,8,"2016-11-11","31-317","CLE","Away","WAS","W ",11,1,"38:06",9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,1,27,20.3,7,"james"
"173",9,9,"2016-11-13","31-319","CLE","Home","CHO","W ",7,1,"38:42",8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,0,19,13.8,12,"james"
"174",10,10,"2016-11-15","31-321","CLE","Home","TOR","W ",4,1,"38:04",10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,2,28,28.3,1,"james"
"176",12,11,"2016-11-18","31-324","CLE","Home","DET","W ",23,1,"28:03",9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,21,15.7,21,"james"
"177",13,12,"2016-11-23","31-329","CLE","Home","POR","W ",12,1,"37:30",11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,31,32.8,17,"james"
"178",14,13,"2016-11-25","31-331","CLE","Home","DAL","W ",38,1,"29:03",6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,1,19,18.1,33,"james"
"179",15,14,"2016-11-27","31-333","CLE","Away","PHI","W ",4,1,"41:30",9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,0,26,24.4,2,"james"
"180",16,15,"2016-11-29","31-335","CLE","Away","MIL","L ",-17,1,"32:53",8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,22,8.2,-12,"james"
"181",17,16,"2016-12-01","31-337","CLE","Home","LAC","L ",-19,1,"33:37",5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,2,16,7.8,-20,"james"
"183",19,18,"2016-12-05","31-341","CLE","Away","TOR","W ",4,1,"42:01",12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,34,28.9,9,"james"
"184",20,19,"2016-12-07","31-343","CLE","Away","NYK","W ",32,1,"32:27",7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,2,25,24.3,32,"james"
"185",21,20,"2016-12-09","31-345","CLE","Home","MIA","W ",30,1,"37:19",12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,2,27,23.6,21,"james"
"186",22,21,"2016-12-10","31-346","CLE","Home","CHO","W ",11,1,"42:27",17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,3,44,40,-2,"james"
"187",23,22,"2016-12-13","31-349","CLE","Home","MEM","W ",17,1,"36:29",9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,1,23,17.9,8,"james"
"189",25,23,"2016-12-17","31-353","CLE","Home","LAL","W ",11,1,"38:55",9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,1,26,24.8,17,"james"
"190",26,24,"2016-12-20","31-356","CLE","Away","MIL","W ",6,1,"47:29",12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,8,"james"
"191",27,25,"2016-12-21","31-357","CLE","Home","MIL","W ",11,1,"34:25",12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,29,22.3,26,"james"
"192",28,26,"2016-12-23","31-359","CLE","Home","BRK","W ",20,1,"27:16",7,16,0.438,0,3,0,5,6,0.833,1,4,5,6,3,0,1,0,19,18.3,33,"james"
"193",29,27,"2016-12-25","31-361","CLE","Home","GSW","W ",1,1,"40:11",12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,4,"james"
"195",31,28,"2016-12-29","31-365","CLE","Home","BOS","W ",6,1,"43:44",9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,1,"james"
"196",32,29,"2016-12-31","32-001","CLE","Away","CHO","W ",12,1,"35:47",12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,32,27,17,"james"
"197",33,30,"2017-01-02","32-003","CLE","Home","NOP","W ",8,1,"38:55",9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,-4,"james"
"198",34,31,"2017-01-04","32-005","CLE","Home","CHI","L ",-12,1,"36:53",12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13,"james"
"199",35,32,"2017-01-06","32-007","CLE","Away","BRK","W ",8,1,"35:17",14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,20,"james"
"200",36,33,"2017-01-08","32-009","CLE","Away","PHO","W ",4,1,"39:31",11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2,"james"
"201",37,34,"2017-01-10","32-011","CLE","Away","UTA","L ",-8,1,"36:55",10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8,"james"
"202",38,35,"2017-01-11","32-012","CLE","Away","POR","L ",-16,1,"30:31",5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,20,16,-7,"james"
"203",39,36,"2017-01-13","32-014","CLE","Away","SAC","W ",12,1,"41:41",6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,16,17,16,"james"
"204",40,37,"2017-01-16","32-017","CLE","Away","GSW","L ",-35,1,"35:00",6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,20,7.8,-32,"james"
"205",41,38,"2017-01-19","32-020","CLE","Home","PHO","W ",15,1,"39:08",8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,14,"james"
"206",42,39,"2017-01-21","32-022","CLE","Home","SAS","L ",-3,1,"45:20",11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16,"james"
"207",43,40,"2017-01-23","32-024","CLE","Away","NOP","L ",-2,1,"43:43",11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,26,22.7,-10,"james"
"208",44,41,"2017-01-25","32-026","CLE","Home","SAC","L ",-4,1,"44:49",8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1,"james"
"209",45,42,"2017-01-27","32-028","CLE","Home","BRK","W ",8,1,"34:14",13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,22,"james"
"210",46,43,"2017-01-29","32-030","CLE","Home","OKC","W ",16,1,"36:50",9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,11,"james"
"211",47,44,"2017-01-30","32-031","CLE","Away","DAL","L ",-7,1,"37:17",9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,23,17.7,-8,"james"
"212",48,45,"2017-02-01","32-033","CLE","Home","MIN","W ",28,1,"34:28",11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,16,"james"
"213",49,46,"2017-02-04","32-036","CLE","Away","NYK","W ",7,1,"39:35",12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,32,25.5,11,"james"
"214",50,47,"2017-02-06","32-038","CLE","Away","WAS","W ",5,1,"42:04",12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,32,32,0,"james"
"215",51,48,"2017-02-08","32-040","CLE","Away","IND","W ",15,1,"38:16",9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22,8,"james"
"216",52,49,"2017-02-09","32-041","CLE","Away","OKC","L ",-9,1,"40:53",8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4,"james"
"217",53,50,"2017-02-11","32-043","CLE","Home","DEN","W ",16,1,"33:09",11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,27,25.7,26,"james"
"218",54,51,"2017-02-14","32-046","CLE","Away","MIN","W ",8,1,"39:30",10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,10,"james"
"219",55,52,"2017-02-15","32-047","CLE","Home","IND","W ",9,1,"32:35",12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,24,9,"james"
"220",56,53,"2017-02-23","32-055","CLE","Home","NYK","W ",15,1,"37:06",7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,1,18,22.4,10,"james"
"222",58,54,"2017-02-27","32-059","CLE","Home","MIL","W ",7,1,"37:11",8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,24,21.8,8,"james"
"223",59,55,"2017-03-01","32-061","CLE","Away","BOS","L ",-4,1,"40:02",10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,28,25.5,-3,"james"
"224",60,56,"2017-03-03","32-063","CLE","Away","ATL","W ",5,1,"39:10",14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,29.4,5,"james"
"226",62,57,"2017-03-06","32-066","CLE","Home","MIA","L ",-8,1,"38:41",11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,30,25.8,14,"james"
"227",63,58,"2017-03-09","32-069","CLE","Away","DET","L ",-5,1,"39:05",12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,1,29,27.6,18,"james"
"228",64,59,"2017-03-11","32-071","CLE","Away","ORL","W ",12,1,"37:34",8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,24,23.3,12,"james"
"229",65,60,"2017-03-12","32-072","CLE","Away","HOU","L ",-5,1,"40:10",12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,19.2,-9,"james"
"230",66,61,"2017-03-14","32-074","CLE","Home","DET","W ",32,1,"28:24",6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,0,16,19.3,22,"james"
"231",67,62,"2017-03-16","32-076","CLE","Home","UTA","W ",8,1,"38:15",13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,26.1,14,"james"
"233",69,63,"2017-03-19","32-079","CLE","Away","LAL","W ",5,1,"37:51",13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,26.5,12,"james"
"234",70,64,"2017-03-22","32-082","CLE","Away","DEN","L ",-13,1,"34:10",8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,1,18,13.7,-30,"james"
"235",71,65,"2017-03-24","32-084","CLE","Away","CHO","W ",7,1,"39:54",9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,2,32,33,1,"james"
"236",72,66,"2017-03-25","32-085","CLE","Home","WAS","L ",-12,1,"40:35",10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,2,24,19.5,-11,"james"
"237",73,67,"2017-03-27","32-087","CLE","Away","SAS","L ",-29,1,"29:32",7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,3,17,12.7,-13,"james"
"238",74,68,"2017-03-30","32-090","CLE","Away","CHI","L ",-6,1,"39:07",11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,21.5,-3,"james"
"239",75,69,"2017-03-31","32-091","CLE","Home","PHI","W ",17,1,"29:56",14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,34,27.9,31,"james"
"240",76,70,"2017-04-02","32-093","CLE","Home","IND","W ",5,1,"51:39",16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,41,38.3,-1,"james"
"241",77,71,"2017-04-04","32-095","CLE","Home","ORL","W ",20,1,"37:06",7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,2,18,17.5,17,"james"
"242",78,72,"2017-04-05","32-096","CLE","Away","BOS","W ",23,1,"38:33",14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,3,36,32.4,32,"james"
"243",79,73,"2017-04-07","32-098","CLE","Home","ATL","L ",-14,1,"41:25",12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,27,24.4,-15,"james"
"244",80,74,"2017-04-09","32-100","CLE","Away","ATL","L ",-1,1,"46:50",11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,32,29.9,1,"james"
"247",1,1,"2016-10-25","25-118","SAS","Away","GSW","W ",29,1,"32:03",10,21,0.476,0,3,0,15,15,1,3,2,5,3,5,0,2,1,35,31.7,14,"leonard"
"248",2,2,"2016-10-27","25-120","SAS","Away","SAC","W ",8,1,"34:55",11,21,0.524,1,5,0.2,7,7,1,0,3,3,5,5,0,1,5,30,26.1,4,"leonard"
"249",3,3,"2016-10-29","25-122","SAS","Home","NOP","W ",19,1,"28:00",6,12,0.5,2,4,0.5,6,6,1,0,4,4,3,2,0,0,1,20,18.9,13,"leonard"
"250",4,4,"2016-10-30","25-123","SAS","Away","MIA","W ",7,1,"29:49",8,16,0.5,1,3,0.333,10,12,0.833,0,2,2,6,1,1,4,3,27,19.5,12,"leonard"
"251",5,5,"2016-11-01","25-125","SAS","Home","UTA","L ",-15,1,"35:47",10,18,0.556,5,7,0.714,5,5,1,0,7,7,2,2,0,2,1,30,24.5,-5,"leonard"
"252",6,6,"2016-11-04","25-128","SAS","Away","UTA","W ",14,1,"31:30",9,18,0.5,1,5,0.2,10,10,1,4,7,11,4,1,1,1,2,29,27.6,7,"leonard"
